region;soil;ground;litter_source;litter_type;year;A;W;E;N
south;org;above;logging;coarse_woody_litter;2011;0.092588792;0.002243933;0.000260942;0.036531267
south;org;above;logging;coarse_woody_litter;2012;0.091571572;0.002236437;0.000273218;0.036200864
south;org;above;logging;coarse_woody_litter;2013;0.105608433;0.002559996;0.000295643;0.041822633
south;org;above;logging;coarse_woody_litter;2014;0.104248289;0.002537954;0.000301542;0.041325433
south;org;above;logging;coarse_woody_litter;2015;0.1140361;0.002757696;0.000313202;0.045146353
south;org;above;logging;coarse_woody_litter;2016;0.119129407;0.00288184;0.000325352;0.047334104
south;org;above;logging;coarse_woody_litter;2017;0.12592047;0.003064211;0.000359201;0.050148362
south;org;above;logging;coarse_woody_litter;2018;0.141726555;0.003455816;0.000410423;0.056473293
south;org;above;logging;coarse_woody_litter;2019;0.134700452;0.003267021;0.000375759;0.053532934
south;org;above;logging;coarse_woody_litter;2020;0.123504348;0.00299022;0.000339945;0.049058352
south;org;above;logging;coarse_woody_litter;2021;0.137352033;0.003333246;0.000383278;0.054691767
south;org;above;logging;coarse_woody_litter;2022;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2023;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2024;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2025;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2026;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2027;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2028;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2029;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2030;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2031;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2032;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2033;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2034;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2035;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2036;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2037;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2038;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2039;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2040;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2041;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2042;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2043;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2044;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2045;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2046;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2047;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2048;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2049;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;coarse_woody_litter;2050;0.105041236;0.002563731;0.000302397;0.042109908
south;org;above;logging;fine_woody_litter;2011;0.050539597;0.00202431;0.008337873;0.045810813
south;org;above;logging;fine_woody_litter;2012;0.049978648;0.002001841;0.008245329;0.045302349
south;org;above;logging;fine_woody_litter;2013;0.057513152;0.002303628;0.009488349;0.052131881
south;org;above;logging;fine_woody_litter;2014;0.059221738;0.002372064;0.009770227;0.053680602
south;org;above;logging;fine_woody_litter;2015;0.062798621;0.002515332;0.01036033;0.05692281
south;org;above;logging;fine_woody_litter;2016;0.067006875;0.002683889;0.011054596;0.060737315
south;org;above;logging;fine_woody_litter;2017;0.067466542;0.0027023;0.01113043;0.061153972
south;org;above;logging;fine_woody_litter;2018;0.072478215;0.002903038;0.011957241;0.065696724
south;org;above;logging;fine_woody_litter;2019;0.068495796;0.002743526;0.011300233;0.062086924
south;org;above;logging;fine_woody_litter;2020;0.063146865;0.00252928;0.010417783;0.057238471
south;org;above;logging;fine_woody_litter;2021;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2022;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2023;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2024;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2025;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2026;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2027;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2028;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2029;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2030;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2031;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2032;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2033;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2034;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2035;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2036;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2037;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2038;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2039;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2040;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2041;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2042;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2043;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2044;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2045;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2046;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2047;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2048;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2049;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;fine_woody_litter;2050;0.071512059;0.002864339;0.011797848;0.064820967
south;org;above;logging;non-woody_litter;2011;0.029785417;0.010100016;0.005049339;0.017979791
south;org;above;logging;non-woody_litter;2012;0.029648933;0.010024885;0.005011808;0.017816093
south;org;above;logging;non-woody_litter;2013;0.032802741;0.011109753;0.005554112;0.01983229
south;org;above;logging;non-woody_litter;2014;0.03304453;0.011193031;0.005595788;0.019911124
south;org;above;logging;non-woody_litter;2015;0.034930469;0.011881234;0.005939876;0.021055683
south;org;above;logging;non-woody_litter;2016;0.036950938;0.012482423;0.006240288;0.02240494
south;org;above;logging;non-woody_litter;2017;0.038203419;0.012916488;0.006457329;0.023113575
south;org;above;logging;non-woody_litter;2018;0.040993119;0.013862491;0.006930262;0.024806243
south;org;above;logging;non-woody_litter;2019;0.037605227;0.012824232;0.006411295;0.022740947
south;org;above;logging;non-woody_litter;2020;0.035348653;0.012046502;0.006022485;0.021358618
south;org;above;logging;non-woody_litter;2021;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2022;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2023;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2024;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2025;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2026;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2027;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2028;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2029;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2030;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2031;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2032;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2033;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2034;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2035;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2036;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2037;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2038;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2039;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2040;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2041;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2042;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2043;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2044;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2045;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2046;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2047;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2048;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2049;0.039783933;0.013450901;0.006724463;0.024123765
south;org;above;logging;non-woody_litter;2050;0.039783933;0.013450901;0.006724463;0.024123765
south;org;below;logging;fine_woody_litter;2011;0.158198103;0.004148598;0.000696142;0.065415439
south;org;below;logging;fine_woody_litter;2012;0.156444629;0.004126342;0.000709374;0.06478815
south;org;below;logging;fine_woody_litter;2013;0.173717434;0.00455142;0.000760186;0.071851379
south;org;below;logging;fine_woody_litter;2014;0.175076553;0.004601597;0.000779592;0.072436544
south;org;below;logging;fine_woody_litter;2015;0.186882941;0.004900063;0.000822804;0.077204518
south;org;below;logging;fine_woody_litter;2016;0.194471921;0.005087392;0.000842816;0.080484554
south;org;below;logging;fine_woody_litter;2017;0.201487996;0.005279952;0.000881873;0.083382726
south;org;below;logging;fine_woody_litter;2018;0.216302601;0.00566653;0.000945296;0.089505152
south;org;below;logging;fine_woody_litter;2019;0.202385592;0.005283786;0.000871134;0.083504877
south;org;below;logging;fine_woody_litter;2020;0.189946971;0.004964562;0.000822423;0.078398063
south;org;below;logging;fine_woody_litter;2021;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2022;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2023;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2024;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2025;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2026;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2027;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2028;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2029;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2030;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2031;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2032;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2033;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2034;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2035;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2036;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2037;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2038;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2039;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2040;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2041;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2042;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2043;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2044;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2045;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2046;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2047;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2048;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2049;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;fine_woody_litter;2050;0.209803333;0.00548595;0.000907308;0.086802806
south;org;below;logging;non-woody_litter;2011;0.023197295;0.005792924;0.002895861;0.0101678
south;org;below;logging;non-woody_litter;2012;0.02345985;0.005829865;0.002914336;0.010242574
south;org;below;logging;non-woody_litter;2013;0.025390208;0.006344626;0.003171645;0.01113807
south;org;below;logging;non-woody_litter;2014;0.025899321;0.00645519;0.003226929;0.011334464
south;org;below;logging;non-woody_litter;2015;0.027370584;0.006837832;0.003418222;0.011994453
south;org;below;logging;non-woody_litter;2016;0.028271709;0.007071977;0.003535222;0.012419972
south;org;below;logging;non-woody_litter;2017;0.029479288;0.007364204;0.003681317;0.012932564
south;org;below;logging;non-woody_litter;2018;0.031610579;0.00789864;0.003948478;0.013870262
south;org;below;logging;non-woody_litter;2019;0.029140287;0.00730772;0.003653113;0.012808013
south;org;below;logging;non-woody_litter;2020;0.027470791;0.006882194;0.003440395;0.012064849
south;org;below;logging;non-woody_litter;2021;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2022;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2023;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2024;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2025;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2026;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2027;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2028;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2029;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2030;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2031;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2032;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2033;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2034;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2035;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2036;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2037;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2038;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2039;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2040;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2041;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2042;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2043;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2044;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2045;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2046;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2047;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2048;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2049;0.030441684;0.00761827;0.003808311;0.013376657
south;org;below;logging;non-woody_litter;2050;0.030441684;0.00761827;0.003808311;0.013376657
south;org;above;natmort;coarse_woody_litter;2011;0.050379611;0.001394719;0.000291146;0.020855592
south;org;above;natmort;coarse_woody_litter;2012;0.050389302;0.001394988;0.000291202;0.020859605
south;org;above;natmort;coarse_woody_litter;2013;0.05041659;0.001395743;0.00029136;0.020870901
south;org;above;natmort;coarse_woody_litter;2014;0.050425487;0.001395989;0.000291412;0.020874584
south;org;above;natmort;coarse_woody_litter;2015;0.050441845;0.001396442;0.000291506;0.020881356
south;org;above;natmort;coarse_woody_litter;2016;0.050458194;0.001396895;0.000291601;0.020888124
south;org;above;natmort;coarse_woody_litter;2017;0.05046728;0.001397146;0.000291653;0.020891885
south;org;above;natmort;coarse_woody_litter;2018;0.050470946;0.001397248;0.000291674;0.020893402
south;org;above;natmort;coarse_woody_litter;2019;0.050479785;0.001397493;0.000291725;0.020897061
south;org;above;natmort;coarse_woody_litter;2020;0.050479495;0.001397485;0.000291724;0.020896941
south;org;above;natmort;coarse_woody_litter;2021;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2022;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2023;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2024;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2025;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2026;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2027;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2028;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2029;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2030;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2031;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2032;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2033;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2034;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2035;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2036;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2037;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2038;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2039;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2040;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2041;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2042;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2043;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2044;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2045;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2046;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2047;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2048;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2049;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;coarse_woody_litter;2050;0.050488955;0.001397746;0.000291778;0.020900858
south;org;above;natmort;fine_woody_litter;2011;0.004585571;0.00018367;0.000756514;0.004156517
south;org;above;natmort;fine_woody_litter;2012;0.004586453;0.000183705;0.000756659;0.004157317
south;org;above;natmort;fine_woody_litter;2013;0.004588936;0.000183805;0.000757069;0.004159568
south;org;above;natmort;fine_woody_litter;2014;0.004589746;0.000183837;0.000757203;0.004160302
south;org;above;natmort;fine_woody_litter;2015;0.004591235;0.000183897;0.000757448;0.004161652
south;org;above;natmort;fine_woody_litter;2016;0.004592723;0.000183957;0.000757694;0.004163001
south;org;above;natmort;fine_woody_litter;2017;0.00459355;0.00018399;0.00075783;0.004163751
south;org;above;natmort;fine_woody_litter;2018;0.004593884;0.000184003;0.000757885;0.004164053
south;org;above;natmort;fine_woody_litter;2019;0.004594688;0.000184035;0.000758018;0.004164782
south;org;above;natmort;fine_woody_litter;2020;0.004594662;0.000184034;0.000758014;0.004164758
south;org;above;natmort;fine_woody_litter;2021;0.004595523;0.000184069;0.000758156;0.004165539
south;org;above;natmort;fine_woody_litter;2022;0.004595523;0.000184069;0.000758156;0.004165539
south;org;above;natmort;fine_woody_litter;2023;0.004595523;0.000184069;0.000758156;0.004165539
south;org;above;natmort;fine_woody_litter;2024;0.004595523;0.000184069;0.000758156;0.004165539
south;org;above;natmort;fine_woody_litter;2025;0.004595523;0.000184069;0.000758156;0.004165539
south;org;above;natmort;fine_woody_litter;2026;0.004595523;0.000184069;0.000758156;0.004165539
south;org;above;natmort;fine_woody_litter;2027;0.004595523;0.000184069;0.000758156;0.004165539
south;org;above;natmort;fine_woody_litter;2028;0.004595523;0.000184069;0.000758156;0.004165539
south;org;above;natmort;fine_woody_litter;2029;0.004595523;0.000184069;0.000758156;0.004165539
south;org;above;natmort;fine_woody_litter;2030;0.004595523;0.000184069;0.000758156;0.004165539
south;org;above;natmort;fine_woody_litter;2031;0.004595523;0.000184069;0.000758156;0.004165539
south;org;above;natmort;fine_woody_litter;2032;0.004595523;0.000184069;0.000758156;0.004165539
south;org;above;natmort;fine_woody_litter;2033;0.004595523;0.000184069;0.000758156;0.004165539
south;org;above;natmort;fine_woody_litter;2034;0.004595523;0.000184069;0.000758156;0.004165539
