region;soil;ground;litter_source;litter_type;year;A;W;E;N
north;org;below;logging;fine_woody_litter;2022;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2023;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2024;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2025;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2026;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2027;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2028;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2029;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2030;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2031;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2032;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2033;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2034;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2035;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2036;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2037;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2038;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2039;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2040;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2041;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2042;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2043;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2044;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2045;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2046;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2047;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2048;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2049;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;fine_woody_litter;2050;0.09010908;0.002440485;0.000473429;0.037051075
north;org;below;logging;non-woody_litter;2011;0.015973855;0.003920387;0.001960022;0.006822291
north;org;below;logging;non-woody_litter;2012;0.015451468;0.00380797;0.001903825;0.006616671
north;org;below;logging;non-woody_litter;2013;0.016561827;0.004082795;0.002041236;0.007089848
north;org;below;logging;non-woody_litter;2014;0.016561625;0.004078252;0.00203896;0.007085983
north;org;below;logging;non-woody_litter;2015;0.016664582;0.004087097;0.00204338;0.007109685
north;org;below;logging;non-woody_litter;2016;0.016640519;0.004059867;0.002029777;0.007068314
north;org;below;logging;non-woody_litter;2017;0.017045832;0.004167793;0.002083729;0.007254463
north;org;below;logging;non-woody_litter;2018;0.019167175;0.00468287;0.002341243;0.008154134
north;org;below;logging;non-woody_litter;2019;0.018658435;0.004576938;0.002288279;0.007961832
north;org;below;logging;non-woody_litter;2020;0.017982535;0.004412559;0.002206087;0.007678866
north;org;below;logging;non-woody_litter;2021;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2022;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2023;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2024;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2025;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2026;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2027;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2028;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2029;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2030;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2031;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2032;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2033;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2034;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2035;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2036;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2037;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2038;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2039;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2040;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2041;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2042;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2043;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2044;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2045;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2046;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2047;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2048;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2049;0.019856334;0.004844639;0.00242211;0.008443072
north;org;below;logging;non-woody_litter;2050;0.019856334;0.004844639;0.00242211;0.008443072
north;org;above;natmort;coarse_woody_litter;2011;0.035064715;0.000916026;0.00015723;0.014110942
north;org;above;natmort;coarse_woody_litter;2012;0.035054272;0.000915754;0.000157184;0.014106739
north;org;above;natmort;coarse_woody_litter;2013;0.035048777;0.00091561;0.000157159;0.014104528
north;org;above;natmort;coarse_woody_litter;2014;0.035047852;0.000915586;0.000157155;0.014104156
north;org;above;natmort;coarse_woody_litter;2015;0.035045259;0.000915518;0.000157143;0.014103112
north;org;above;natmort;coarse_woody_litter;2016;0.035044855;0.000915508;0.000157141;0.01410295
north;org;above;natmort;coarse_woody_litter;2017;0.035048235;0.000915596;0.000157157;0.01410431
north;org;above;natmort;coarse_woody_litter;2018;0.03504578;0.000915532;0.000157146;0.014103322
north;org;above;natmort;coarse_woody_litter;2019;0.035039225;0.000915361;0.000157116;0.014100684
north;org;above;natmort;coarse_woody_litter;2020;0.035035922;0.000915274;0.000157101;0.014099355
north;org;above;natmort;coarse_woody_litter;2021;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2022;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2023;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2024;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2025;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2026;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2027;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2028;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2029;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2030;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2031;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2032;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2033;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2034;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2035;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2036;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2037;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2038;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2039;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2040;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2041;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2042;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2043;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2044;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2045;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2046;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2047;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2048;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2049;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;coarse_woody_litter;2050;0.035030421;0.000915131;0.000157077;0.014097141
north;org;above;natmort;fine_woody_litter;2011;0.00408586;0.000163655;0.000674073;0.003703562
north;org;above;natmort;fine_woody_litter;2012;0.004084643;0.000163606;0.000673872;0.003702459
north;org;above;natmort;fine_woody_litter;2013;0.004084002;0.00016358;0.000673767;0.003701879
north;org;above;natmort;fine_woody_litter;2014;0.004083895;0.000163576;0.000673749;0.003701781
north;org;above;natmort;fine_woody_litter;2015;0.004083593;0.000163564;0.000673699;0.003701508
north;org;above;natmort;fine_woody_litter;2016;0.004083546;0.000163562;0.000673691;0.003701465
north;org;above;natmort;fine_woody_litter;2017;0.004083939;0.000163578;0.000673756;0.003701822
north;org;above;natmort;fine_woody_litter;2018;0.004083653;0.000163566;0.000673709;0.003701562
north;org;above;natmort;fine_woody_litter;2019;0.004082889;0.000163536;0.000673583;0.00370087
north;org;above;natmort;fine_woody_litter;2020;0.004082505;0.00016352;0.00067352;0.003700521
north;org;above;natmort;fine_woody_litter;2021;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2022;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2023;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2024;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2025;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2026;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2027;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2028;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2029;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2030;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2031;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2032;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2033;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2034;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2035;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2036;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2037;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2038;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2039;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2040;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2041;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2042;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2043;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2044;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2045;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2046;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2047;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2048;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2049;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;fine_woody_litter;2050;0.004081864;0.000163495;0.000673414;0.00369994
north;org;above;natmort;non-woody_litter;2011;0.001683807;0.000644146;0.000322133;0.00093807
north;org;above;natmort;non-woody_litter;2012;0.001683305;0.000643955;0.000322037;0.000937791
north;org;above;natmort;non-woody_litter;2013;0.001683041;0.000643854;0.000321987;0.000937644
north;org;above;natmort;non-woody_litter;2014;0.001682997;0.000643837;0.000321978;0.000937619
north;org;above;natmort;non-woody_litter;2015;0.001682872;0.000643789;0.000321954;0.00093755
north;org;above;natmort;non-woody_litter;2016;0.001682853;0.000643782;0.000321951;0.000937539
north;org;above;natmort;non-woody_litter;2017;0.001683015;0.000643844;0.000321982;0.000937629
north;org;above;natmort;non-woody_litter;2018;0.001682897;0.000643799;0.000321959;0.000937564
north;org;above;natmort;non-woody_litter;2019;0.001682583;0.000643678;0.000321899;0.000937388
north;org;above;natmort;non-woody_litter;2020;0.001682424;0.000643617;0.000321869;0.0009373
north;org;above;natmort;non-woody_litter;2021;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2022;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2023;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2024;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2025;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2026;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2027;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2028;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2029;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2030;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2031;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2032;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2033;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2034;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2035;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2036;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2037;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2038;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2039;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2040;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2041;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2042;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2043;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2044;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2045;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2046;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2047;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2048;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2049;0.00168216;0.000643516;0.000321818;0.000937153
north;org;above;natmort;non-woody_litter;2050;0.00168216;0.000643516;0.000321818;0.000937153
north;org;below;natmort;fine_woody_litter;2011;0.011897367;0.000290607;3.51E-05;0.004731533
north;org;below;natmort;fine_woody_litter;2012;0.011893824;0.000290521;3.51E-05;0.004730124
north;org;below;natmort;fine_woody_litter;2013;0.011891959;0.000290475;3.51E-05;0.004729382
north;org;below;natmort;fine_woody_litter;2014;0.011891646;0.000290468;3.51E-05;0.004729257
north;org;below;natmort;fine_woody_litter;2015;0.011890766;0.000290446;3.51E-05;0.004728907
north;org;below;natmort;fine_woody_litter;2016;0.011890629;0.000290443;3.51E-05;0.004728853
north;org;below;natmort;fine_woody_litter;2017;0.011891776;0.000290471;3.51E-05;0.004729309
north;org;below;natmort;fine_woody_litter;2018;0.011890943;0.000290451;3.51E-05;0.004728978
north;org;below;natmort;fine_woody_litter;2019;0.011888719;0.000290396;3.51E-05;0.004728093
north;org;below;natmort;fine_woody_litter;2020;0.011887598;0.000290369;3.51E-05;0.004727647
north;org;below;natmort;fine_woody_litter;2021;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2022;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2023;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2024;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2025;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2026;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2027;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2028;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2029;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2030;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2031;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2032;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2033;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2034;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2035;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2036;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2037;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2038;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2039;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2040;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2041;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2042;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2043;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2044;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2045;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2046;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2047;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2048;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2049;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;fine_woody_litter;2050;0.011885732;0.000290323;3.50E-05;0.004726905
north;org;below;natmort;non-woody_litter;2011;0.001614242;0.000413463;0.000206713;0.000711523
north;org;below;natmort;non-woody_litter;2012;0.001613761;0.00041334;0.000206652;0.000711311
north;org;below;natmort;non-woody_litter;2013;0.001613508;0.000413275;0.000206619;0.0007112
north;org;below;natmort;non-woody_litter;2014;0.001613465;0.000413265;0.000206614;0.000711181
north;org;below;natmort;non-woody_litter;2015;0.001613346;0.000413234;0.000206599;0.000711128
north;org;below;natmort;non-woody_litter;2016;0.001613327;0.000413229;0.000206596;0.00071112
north;org;below;natmort;non-woody_litter;2017;0.001613483;0.000413269;0.000206616;0.000711189
north;org;below;natmort;non-woody_litter;2018;0.00161337;0.00041324;0.000206602;0.000711139
north;org;below;natmort;non-woody_litter;2019;0.001613068;0.000413163;0.000206563;0.000711006
north;org;below;natmort;non-woody_litter;2020;0.001612916;0.000413124;0.000206543;0.000710939
north;org;below;natmort;non-woody_litter;2021;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2022;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2023;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2024;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2025;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2026;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2027;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2028;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2029;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2030;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2031;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2032;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2033;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2034;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2035;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2036;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2037;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2038;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2039;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2040;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2041;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2042;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2043;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2044;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2045;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2046;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2047;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2048;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2049;0.001612663;0.000413059;0.000206511;0.000710827
north;org;below;natmort;non-woody_litter;2050;0.001612663;0.000413059;0.000206511;0.000710827
